dcterms:title,dcterms:description,dcat:theme,dcterms:created,dcterms:issued,dcterms:modified,dcterms:type,dcat:ByteSize,dcat:mediaType,dcterms:relation,dcterms:identifier,dcat:landingPage,dcterms:source,dcterms:spatial ,dcterms:temporal,dcatin:jurisdictionLevel,dcatin: applicableLegislation,dcterms:accessRight ,dct:accrualPeriodicity,dcat:temporalResolution,dcat:keyword,,dcat:theme,dcat:downloadURL,dcat:accessURL,foaf:depiction,dcat:inCatalog,dcat:contactPoint,     vCard:fn,     vcard:title,     vcard:role,     vcard:organization-name,     vcard:hasEmail,      vcard:hasAddress,               vcard:street-address,               vcard:postal-code,               vcard:locality,dcterms:rights,dcatin:hvdCategory,dcterms:accrualMethod,dcterms:creator,dcterms:publisher,dcterms:publisher,prov:qualifiedAttribution,prov:qualifiedAttribution (If there are multiple qualified attributions),dcatin:note,dcterms:license ,dcterms:language,dcterms:abstract,dcterms:alternative,dcterms:relation,dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:replaces,dcterms:isVersionOf,dcterms:hasVersion,dcat:endpointDescription,dcat:DatasetSeries,dcat:inSeries,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available
Daily Wholesale Mandi Market Prices of Agricultural Commodities by Variety,"The data refers to prices of variety wise agricultural commodities. It has the wholesale maximum price, minimum price and modal price on daily basis. This dataset is generated through the AGMARKNET Portal (http://agmarknet.gov.in), which disseminates daily market information of various commodities.","Agriculture, Agricultural Marketing",2024-05-21,2024-06-02,2025-10-15,Dataset,1464,text/csv,http://agmarknet.gov.in,8ded94de-3b80-4840-a5bb-7faad1c9c234,data.gov.in/resource/variety-wise-daily-market-prices-data-commodity,https://www.data.gov.in/datasets_webservices/datasets/3670701,India,"For DCAT, dcat:startDate: 2000-03-01
# no endDate onGoing . For Dublin Core  2000-03-01 / (empty to denote openendedness)",Central,National Data Sharing and Accessibility Policy (NDSAP) (2012),Registered,"""P1D ^^ xsd:duration"" or ""http://example.com/duration/DAILY""","""P1D ^^ xsd:duration"" or ""http://example.com/duration/DAILY""","""agricultural economics"", ""market information systems"", ""agricultural marketing"", ""price data"", ""Mandi"", ""Price"", ""Agriculture"", ""Commodity"", ""Market""","""agricultural economics"", ""market information systems"", ""agricultural marketing"", ""price data""","Agriculture, Agricultural Marketing",(download url generated for type 5 datasets),data.gov.in/resource/variety-wise-daily-market-prices-data-commodity,https://india-ai-cdn.s3.ap-south-1.amazonaws.com/dataset/1741760347988_KisanCallCenterQueryDataset.jpg,Wholesale Mandi Market Prices of Agricultural Commodities by Variety,,Shri Bijaya Kumar Prusty,Deputy Agricultural Marketing Adviser,Chief Data Officer,Directorate of Marketing & Inspection,mailto:bk [dot] prusty [at] nic [dot] in,,"New CGO Complex, NH-4",121001,Faridabad,"© 2012-2015 GOVERNMENT OF INDIA
All rights reserved except published datasets/resources and metadata. ",Statistics,5,Directorate of Marketing and Inspection,NA,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare (DMI),Directorate of Marketing and Inspection (DMI),"The mandi prices are at wholesale level filtered by state, districts and agricultural commodity type. ",https://www.data.gov.in/Godl,en,"The data refers to prices of variety wise agricultural commodities. It has the wholesale maximum price, minimum price and modal price on daily basis.",Wholesale Mandi Prices,https://api.data.gov.in/resource/35985678-0d79-46b4-9ed6-6f13308a1d24?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=json,,,1. data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi (Current Daily Prices of Various Commodities of Various Markets Mandi) ,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,Intentionally Kept Blank,167942,394032,23 (indicative),TRUE,1,6622308,1,nan,YES
Kisan Call Centre (KCC) - Transcripts of farmers queries & answers,,"agriculture, public service delivery, information and communication technology",2024-07-12,2024-07-12,2025-06-27,Dataset,,text/json,,data.gov.in/resource/kisan-call-centre-kcc-transcripts-farmers-queries-answers,data.gov.in/resource/kisan-call-centre-kcc-transcripts-farmers-queries-answers,,,,Central,NDSAP,,Daily,Daily,,,Agriculture,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl03122020/pincode.csv,data.gov.in/resource/kisan-call-centre-kcc-transcripts-farmers-queries-answers,,District wise and month wise queries of farmers in Kisan Call Centre (KCC),,,,,,,,,,,https://www.data.gov.in/Godl,,,Department of Agriculture and Farmers Welfare,,Department of Agriculture and Farmers Welfare,,,5,https://www.data.gov.in/Godl,,,,https://api.data.gov.in/resource/cef25fe2-9231-4128-8aec-2c948fedd43f?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,241962,219561,,TRUE,1,6622307,1,,1
All India pincode directory updated till last month,"All India Pincode Directory through Webservice which contains all the pincode list across India with relevant information like Circle Name, Region Name, Division Name, Office Name, Pincode, Office Type, Delivery, District, State Name. Postal Index Number (PIN or PIN Code) is a 6 digit code of Post Office numbering used by India Post. The PIN was introduced on August 15, 1972. There are 9 PIN regions in the country. The first 8 are geographical regions and the digit 9 is reserved for the Army Postal Service. The first digit indicates one of the regions. The first 2 digits together indicate the sub region or one of the postal circles. The first 3 digits together indicate a sorting or revenue district. The last 3 digits refer to the delivery Post Office.","india pincodes, pincode directory, postal service,",2020-04-12,2020-04-12,2025-06-27,Dataset,23760720,text/csv,https://www.indiapost.gov.in/vas/pages/findpincode.aspx,8ded94de-3b80-4840-a5bb-7faad1c9c234,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,https://www.data.gov.in/datasets_webservices/datasets/6818292,India,(empty)/ (as on date) ,Central,National Data Sharing and Accessibility Policy (NDSAP) (2012),Restricted,"""P1M ^^xsd:duration"" or an URI pointing  to ""http://example.com/duration/1MONTH""",NA,"""india pincodes"", ""pincode directory"", ""postal service"", ""department of posts"",","""india pincodes"", ""pincode directory"", ""postal service"", ""department of posts"",",Information and Communications,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl03122020/pincode.csv,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,(thumbnail link of the dataset),All India Pincode Directory (Through WebService),,Dr. P. M. Saravanan,General Manager,Chief Data Officer,CEPT,gmcept [at] indiapost [dot] gov [dot] in,Centre for Excellence in Postal Technology,Bengaluru,560001,NA,"© 2012-2015 GOVERNMENT OF INDIA
All rights reserved except published datasets/resources and metadata. ",NA,4,Department of Posts,No state department mentioned,Ministry of Communications,Department of Posts,No department mapped,The pincode dataset is updated every month,https://www.data.gov.in/Godl,en,"All India Pincode Directory through Webservice which contains all the pincode list across India with relevant information like Circle Name, Region Name, Division Name, Office Name, Pincode, Office Type, Delivery, District, State Name. Postal Index Number (PIN or PIN Code) is a 6 digit code of Post Office numbering used by India Post. ",Pincode directory,https://api.data.gov.in/resource/5c2f62fe-5afa-4119-a499-fec9d604d5bd?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json,,,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,NA,NA,NA,NA,NA,NA,NA,NA,NA,105072,177619,,,,,,,NA
Registrars of Companies (RoC)-wise Company Master Data,,,2015-09-15,2024-04-24,2025-06-27,Dataset,996505,text/csv,,data.gov.in/resource/registrars-companies-roc-wise-company-master-data,data.gov.in/resource/registrars-companies-roc-wise-company-master-data,,,,Central,NDSAP,,Monthly,Monthly,Commerce;Companies,,Commerce;Companies,https://data.gov.in/files/ogdpv2dms/s3fs-public/Date-Wise-Prices-all-Commodity.xml,data.gov.in/resource/registrars-companies-roc-wise-company-master-data,,Company Master Data,,,,,,,,,,,https://www.data.gov.in/Godl,,,Ministry of Corporate Affairs,,Ministry of Corporate Affairs,,,5,https://www.data.gov.in/Godl,en,,,https://data.gov.in/sites/default/files/dataurl15092015/company_master_data_upto_Mar_2015_Goa.csv,,,,,,,,,,,,,9035,39682,,TRUE,1,603037492,1,1,1
Current Daily Price of Various Commodities from Various Markets (Mandi),,,2013-05-23,2013-05-23,2025-06-27,Dataset,112,text/csv,,data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi,data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi,,,,Central,NDSAP,,Daily,Daily,Agriculture;Agricultural Marketing,,Agriculture;Agricultural Marketing,https://data.gov.in/files/ogdpv2dms/s3fs-public/udyamsampledata.csv,data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi,,Current daily price of various commodities from various markets (Mandi),,,,,,,,,,,https://www.data.gov.in/Godl,,,Directorate of Marketing and Inspection (DMI),,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,Directorate of Marketing and Inspection (DMI),4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/9ef84268-d588-465a-a308-a864a43d0070?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,59612,37549,2,TRUE,1,3670701,1,1,
List of MSME Registered Units under UDYAM,,"economic development, industry and commerce, public administration",2024-05-22,2024-05-29,2025-06-27,Dataset,3681,text/csv,,data.gov.in/resource/list-msme-registered-units-under-udyam,data.gov.in/resource/list-msme-registered-units-under-udyam,,,,Central,NDSAP,,Daily,Daily,,,Industries;Medium;Micro;Small Scale,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl11032020/HMIS-Assam-Cachar-Apr-2019-20.csv,data.gov.in/resource/list-msme-registered-units-under-udyam,,UDYAM Registration (MSME Registration),,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/8b68ae56-84cf-4728-a0a6-1be11028dea7?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,12701,22700,,TRUE,1,6878785,1,,1
Health indicator-wise monthly datasets at sub district level from HMIS,,"Health, Public Health, Health Information Systems",,2020-03-18,2025-12-02,Dataset,422373,text/csv,,data.gov.in/resource/health-indicator-wise-monthly-datasets-sub-district-level-hmis,data.gov.in/resource/health-indicator-wise-monthly-datasets-sub-district-level-hmis,,,,Central,NDSAP,,Monthly,Monthly,Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health;Health and Family welfare;Family Welfare;Health,,Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/data_aqi_cpcb.xml,data.gov.in/resource/health-indicator-wise-monthly-datasets-sub-district-level-hmis,,Health indicator-wise monthly datasets at sub district level from HMIS,,,,,,,,,,,,,,Department of Health and Family Welfare,,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/0c2d45a3-d0b5-4053-bf9a-e00395319472?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,52094,22486,,TRUE,1,6737060,1,0,1
Real time Air Quality Index from various locations,,"Environment, Public Health",2016-07-25,2016-08-04,2025-06-27,Dataset,17084,text/csv,,data.gov.in/resource/real-time-air-quality-index-various-locations,data.gov.in/resource/real-time-air-quality-index-various-locations,,,,Central,NDSAP,,Hourly,Hourly,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl30082017/wpi_monthly_data.csv,data.gov.in/resource/real-time-air-quality-index-various-locations,,Real time Air Quality Index,,,,,,,,,,,,,,Central Pollution Control Board,,"Ministry of Environment, Forest and Climate Change",Central Pollution Control Board,,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/3b01bcb8-0b14-4abf-b6f2-c1bfd384ba69?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all,,,,,,,,,,,,,102119,22293,12,TRUE,1,3630781,1,1,1
Wholesale Price Index (Base Year 2011-12) till last month,,"Economic Affairs, Statistics, Price Indices",2017-08-24,2025-06-27,2017-08-18,Dataset,555273,text/csv,,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-month,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-month,,,,Central,NDSAP,,Monthly,Monthly,Economy;Prices;Finance;Economy,,Economy;Prices;Finance;Economy,https://data.gov.in/files/ogdpv2dms/s3fs-public/reservoir-cwc-jan22_1.csv,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-month,,Wholesale Price Index,,,,,,,,,,,,,,Office of the Economic Adviser,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/239ac3d0-f08d-40d0-b03c-9b7a426a62d5?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,5321,8915,12,TRUE,1,3630501,1,1,1
Daily data of reservoir level of Central Water Commission (CWC),,,2022-08-24,2025-06-15,2022-05-17,Dataset,756303,text/csv,,data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc,data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc,,,,Central,NDSAP,,Monthly,Monthly,,,Water Resources,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/NFHS_5_Factsheets_Data.xls,data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc,,Reservoir,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/1fc2148c-fc41-46f5-a364-bdc03f77053f?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,3393,8311,,TRUE,0,7210814,1,,1
